cell_id,H3tot,H3met,CK5,Fibronectin,CK19,CK8/18,TWIST1,CD68,CK14,SMA,Vimentin,Myc,HER2,CD3,H3phospho,ERK1/2,SLUG,ER,PR,p53,CD44,EpCAM,CD45,GATA3,CD20,betaCatenin,CAIX,Ecadherin,Ki67,EGFR,S6,Sox9,vWf_CD31,mTOR,CK7,panCK,cPARP_cCasp3,DNA1,DNA2
2911,9.842192,0.7283903,0.13067073,0.96281713,0.84200615,3.5634937,0.13465855,0.25162804,0.106439024,1.1379145,11.719602,0.33132926,1.0721401,0.085060984,0.2722561,0.2642927,0.1712439,0.05487805,0.61951226,0.0742683,14.983712,0.2699756,0.057689026,0.80201834,0.04279268,0.14612195,0.38165244,5.5861044,0.2600061,0.26403654,2.1872928,0.23623782,0.11806098,2.9459145,0.46618903,13.208284,0.83028674,2.681396,5.6215234
2912,9.896962,0.28288677,0.046924528,0.6323019,0.096622646,0.55284905,0.2538302,0.19373584,0.019,1.8748305,1.2908868,0.13533962,0.6412076,0.056603774,0.13730189,0.118358485,0.047320753,0.018867925,0.41307548,0.091981135,5.0912642,0.11005661,0.042886794,0.35609436,0.06901887,0.060698114,0.25543398,1.7396983,0.5936981,0.096075475,1.313698,0.41077358,0.100245275,0.8336227,0.03773585,3.0823026,0.5290189,2.5654714,4.889811
2913,6.09921,0.3884583,0.0815,1.0615834,0.46476665,3.0823255,0.16444167,0.29635003,0.08845,2.2085,5.8943243,0.18959168,1.4724166,0.07760833,0.22714166,0.61643326,0.4175167,0.05,0.51780003,0.13487501,21.589018,0.45149165,0.08536666,0.51806664,0.119425006,0.21180834,0.41195837,5.705219,0.3369917,0.27154166,2.2289248,0.17032501,0.09460833,1.3459833,0.26135832,11.692553,0.9169584,1.1966,2.3026836
2914,5.388149,0.47712764,0.06382979,3.5568936,0.08231915,0.12765957,0.09582978,1.6371276,0.072680846,0.96070206,5.731128,0.22674467,0.7883191,0.04255319,0.21597873,0.4266383,0.3657234,0.04255319,0.888851,0.15602128,45.831215,0.42842558,0.1663617,0.38295746,0.13465957,0.103127666,0.4460851,0.3892128,0.06580851,0.13887234,1.6240637,0.6533617,0.08589361,0.24627659,0.07274468,0.33351067,0.76770216,1.4147658,2.7392344
2915,7.197345,0.48666382,0.10492242,1.430552,0.59517246,1.9149483,0.13268103,0.15870689,0.121241376,0.20862931,7.8771715,0.31553447,1.2076812,0.09851725,0.12924138,0.23985343,0.25440514,0.16130173,0.6049224,0.060706895,19.590454,0.46462062,0.08979311,0.5428104,0.04000862,0.1935431,0.50669825,7.8583217,1.389,0.24598278,2.4228022,1.0684826,0.15406896,1.587293,0.38545692,13.104445,1.585526,1.7738104,3.9327323
2916,8.655547,0.47798145,0.08007407,4.031379,0.12607408,0.12580554,0.14130555,0.63636106,0.09057407,1.5264351,2.3290923,0.18093519,0.31923148,0.009259259,0.08610185,0.16462964,0.113546304,0.07339815,0.6534537,0.021222223,43.370663,0.515287,0.30587038,0.07535186,0.037037037,0.07649074,0.3228519,0.60560185,0.3307963,0.22513889,1.5671852,0.10622222,0.062425926,0.42100927,0.032898147,0.28843516,0.4055741,3.670444,7.774426
2917,17.947899,0.72204,0.0817,1.2547001,0.38740003,1.7586399,0.1808,0.38274,0.06,0.37515998,5.6782794,0.08,1.8110999,0.0623,0.40332,0.08946,0.35104,0.04698,0.79792005,0.04,11.27738,0.34655997,0.09182,0.60025996,0.08,0.0617,0.28986,5.73478,0.2771,0.19422,1.71324,0.34811997,0.1616,1.21916,0.10248,8.92958,0.8161,5.6523604,8.94886
2918,3.3641055,0.6735349,0.24267443,5.267697,1.0750233,4.3099527,0.14147674,0.54874426,0.17139535,6.2658486,14.634967,0.45870927,1.5934887,0.14962792,0.11781395,1.0501046,0.99918604,0.09858139,0.8636627,0.14534883,27.77149,0.55438364,0.098476745,0.45956975,0.046511628,0.20079072,0.48836052,3.6627088,0.17567442,0.399593,2.928837,0.2388256,0.1820814,1.515802,0.39031398,20.290281,0.99176747,1.4896626,2.6426046
2919,4.599993,0.61827075,0.10107639,4.7847986,1.0884168,3.9832768,0.255875,0.5942986,0.17172222,10.584551,9.167249,0.4968125,1.1623054,0.14716667,0.20803471,7.000284,0.96320844,0.15334721,0.70986104,0.12046528,26.677942,0.6243333,0.07680556,0.28788197,0.10681945,0.2720139,0.5943542,4.1236534,0.16240276,0.41204864,2.297167,0.53211117,0.14918056,1.4385831,0.39348614,16.874916,0.8404444,1.1717362,2.084604
2920,2.946213,0.3165441,0.049522057,2.7435513,0.09791912,0.074191175,0.04069853,0.99423534,0.07460294,0.22980146,4.0596776,0.12184558,0.17454411,0.04619118,0.060477942,1.0303382,1.2257131,0.1019044,0.58411765,0.08479411,45.957886,0.23709561,0.3549706,0.13669853,0.036764707,0.06877941,0.2792353,0.40627936,0.03077941,0.09031618,1.1985884,0.3412941,0.029411765,0.27033088,0.015257353,0.34630147,0.36285296,1.8589268,3.8427067
2921,4.7291574,0.6309334,0.066708334,5.210266,0.203575,0.18015,0.0683,1.1368,0.0444,1.7064836,2.060658,0.13725,0.2764083,0.06243333,0.1847,0.14029166,0.14801668,0.114141665,0.54968333,0.033333335,27.551546,0.21193334,0.33917496,0.17023332,0.07544167,0.1088,0.270225,0.5420083,0.04128333,0.15106668,1.3860667,0.08862499,0.025,0.302275,0.06335,0.52633333,0.41058338,3.1653836,6.431826
2922,8.366048,1.0844194,0.12825806,1.0320323,0.55229026,1.4227419,0.11553226,0.28920966,0.07274194,1.1324999,9.983695,0.31093547,1.2390645,0.087951615,0.17229033,0.14595161,0.18812902,0.08414516,0.384,0.107387096,7.5550814,0.16169354,0.032258064,0.5823387,0.053419355,0.08467742,0.33993548,3.1480806,0.40667742,0.15629034,2.0783064,0.25441936,0.085064515,0.7082258,0.15975808,8.058258,0.6211775,5.718001,10.871161
2923,10.934231,0.48943582,0.11251283,0.7294411,0.6554872,2.3665278,0.22041538,0.23012306,0.0889641,1.3421437,10.562864,0.38941544,1.6964,0.11088206,0.20949231,0.17660515,0.33451796,0.047092307,0.4824718,0.10928205,12.964209,0.32512817,0.052830763,0.7786974,0.059441023,0.13564615,0.46513334,4.14021,0.31908205,0.28902054,1.8630362,0.44016412,0.0719282,1.2474359,0.27732307,14.222049,0.95659983,2.2275333,4.1817336
2924,10.485733,0.53137034,0.06727408,0.63216305,0.2350963,1.0392147,0.10702963,0.21177036,0.062392596,0.4801704,8.466926,0.2884,1.4144368,0.08134815,0.25171852,0.10591851,0.7465778,0.060377777,0.58460736,0.10857779,16.641802,0.40428892,0.04334815,0.37282968,0.0548963,0.101844445,0.47342223,3.1162515,2.247215,0.18658517,2.190489,0.30206665,0.14102963,0.90425926,0.11251112,6.5464644,0.78182966,4.5580673,8.474162
2925,7.398024,0.4938997,0.077094845,0.63768286,0.47770187,1.9020703,0.16779944,0.20621951,0.11411924,1.6358671,4.4706945,0.16206233,0.909401,0.06834959,0.14034958,0.6151626,0.13154742,0.054395664,0.4701897,0.09859621,11.972519,0.3666531,0.047623307,0.46857727,0.08163415,0.106813,0.42474532,4.2592664,0.17873171,0.2869458,1.9554371,0.20140922,0.06560434,0.9102034,0.34628186,11.886501,0.8543411,1.7192541,3.4008832
2926,6.1217275,0.47832727,0.077072725,7.002909,0.1701091,0.11701818,0.079018176,0.58907276,0.054545455,3.3010545,2.353818,0.1958,0.22578183,0.036363635,0.15790908,0.31878182,0.097236365,0.16510908,0.7509818,0.064654544,42.77136,0.37009093,0.15707272,0.1256,0.10136364,0.136,0.1714,1.0404727,0.17761818,0.16161819,1.1901636,0.08063636,0.07776363,0.36465454,0.0,0.6826909,0.57365453,2.375,4.581001
2927,5.7270517,0.4042968,0.101748385,0.7530259,0.31649676,1.7390128,0.20181936,0.23136774,0.12552258,5.366543,2.1422966,0.24272259,0.6339419,0.04931613,0.1211742,0.111625805,0.4522387,0.04509032,0.6239484,0.09951613,18.589384,0.3912,0.053264514,0.39285803,0.0709871,0.11924517,0.40217414,5.6747227,0.28022578,0.3605548,2.2208643,0.415,0.1261742,1.2492713,0.15987742,8.138982,0.75241935,1.129019,2.4570065
2928,7.9918523,1.1340985,0.20821312,0.71622956,0.5262295,3.1312294,0.16619672,0.15913114,0.1497213,0.4369508,4.4504266,0.1439836,1.214508,0.21377048,0.27947542,0.05260656,0.6346722,0.14798361,0.6897705,0.11642624,12.986785,0.42236066,0.06670492,0.83959025,0.070147544,0.1482623,0.26372132,4.9145904,0.22583607,0.29647544,2.3572133,0.3088033,0.17573772,1.2495736,0.264,14.041538,0.70257384,4.096705,7.320673
2929,12.646611,0.56929606,0.10896116,1.423864,0.6398591,3.487437,0.18082039,0.24841262,0.09884951,2.5559464,4.9600925,0.25682035,1.0545973,0.072514564,0.19521362,0.4659758,0.24313106,0.11191748,0.5435679,0.10794175,24.478125,0.41206312,0.078830086,0.6247088,0.046961162,0.153233,0.42485926,4.6900396,0.24950002,0.22684464,2.1205444,0.28620875,0.0986699,2.076592,0.31467474,13.209467,0.83208257,2.6056361,5.3461447
2930,2.9009345,0.37578025,0.13226373,12.082407,0.24717583,0.20254944,0.080087915,0.4883187,0.15685715,7.3038363,11.694086,0.5838571,0.7457692,0.15170328,0.26276925,0.459011,0.20586814,0.096923076,0.8340768,0.117307685,29.565775,0.506011,0.111,0.17034066,0.08291209,0.2484066,0.6716155,0.67916477,0.12547252,0.5523955,3.4364064,0.07731868,1.1050988,0.70323074,0.0660989,0.5776813,0.9553626,1.0348462,1.85789
2931,12.626282,0.59920657,0.11925001,1.2199348,0.41586953,1.4532063,0.11152174,0.14354348,0.10332609,0.15840217,5.9865217,0.15209782,1.4584999,0.09360869,0.18691303,0.16640218,0.32118478,0.05254348,0.510326,0.08690218,11.461052,0.32580432,0.06854348,0.8635651,0.070228264,0.12260869,0.45960864,6.9856944,0.30252174,0.36798912,2.4400866,0.21494564,0.010869565,1.5068696,0.29868478,13.653564,0.7120978,4.073478,6.9198155
2932,13.147725,0.7053768,0.13276812,1.396739,0.53675365,1.5012608,0.17126086,0.41966668,0.08152174,2.57171,9.2419405,0.3567971,1.2888114,0.028985508,0.1725797,3.2408981,0.17260869,0.056492753,0.6524783,0.09313044,14.685218,0.4817971,0.04347826,0.62594205,0.015217391,0.14681159,0.41375363,5.849,0.35747823,0.23407245,1.8892176,0.25707248,0.12911595,0.7276667,0.23220289,11.015291,0.65059423,4.697958,9.226217
2933,8.084408,0.862305,0.105983056,5.460526,0.19728814,0.06830508,0.10169491,0.69306785,0.09018644,1.4155933,2.067322,0.21177964,0.3201356,0.033898305,0.1311356,0.06779661,0.07477966,0.13432203,0.60983044,0.0828644,29.39714,0.24367796,0.19133899,0.05498305,0.033898305,0.10169491,0.47806782,0.6608474,0.06074576,0.23450847,1.6439153,0.28715253,0.07469492,0.42666098,0.013661017,0.19299999,0.44761014,5.6167636,8.937626
2934,7.6058617,0.6791781,0.02970297,2.8273659,0.06337624,0.10112871,0.07339604,1.7779604,0.06427723,0.30655447,4.292277,0.2038812,0.49464357,0.40065345,0.2569703,0.5933762,0.20846535,0.09285149,0.9834258,0.13280198,66.70063,0.54641575,0.9501585,0.26454455,0.07938614,0.10238615,0.455,0.729901,0.049574256,0.31034654,2.06199,0.2598317,0.02970297,0.45249504,0.0,0.717396,0.53067327,5.22298,10.46787
2935,1.7940882,0.37005883,0.23429412,4.9505,0.14135294,0.33070588,0.12608825,0.32808822,0.077529415,1.1922059,2.5332355,0.09144118,0.95573527,0.029411765,0.09517647,0.14755882,0.05882353,0.21961764,0.63270587,0.029411765,13.640411,0.226,0.10202941,0.14705883,0.0,0.029411765,0.44308826,1.2049117,0.05882353,0.22908823,1.4876764,0.054941177,0.05882353,0.20047058,0.06497059,4.166118,0.44664708,1.4199117,2.800618
2936,10.490716,0.4456857,0.06308571,4.3608284,0.17311428,0.1196,0.09917143,0.8260285,0.0,1.9088283,5.6118007,0.15182857,0.3484,0.14285715,0.16720001,0.18451428,0.15097143,0.19971427,0.6254,0.05728572,51.245285,0.27965716,0.45834285,0.028571429,0.057142857,0.11765715,0.16322859,1.3693714,0.21288572,0.40554285,2.4032571,0.097171426,0.0,0.3692,0.08571429,0.42685714,0.60045713,3.4892004,7.9773717
2937,9.327857,0.36963263,0.1025102,0.982694,0.06122449,0.78155106,0.17295918,0.21877554,0.040816326,0.85742855,2.8359387,0.13073468,1.412714,0.07291836,0.12595919,0.12722449,0.376,0.030857142,0.4528163,0.120000005,7.433244,0.2682041,0.0,0.75310206,0.043163266,0.040816326,0.37406123,3.41249,0.20138776,0.20848979,1.6408367,0.04218367,0.040816326,0.5691429,0.15740816,5.5769997,0.42202044,2.696,5.5027757
2938,15.9246435,0.6016,0.11231111,0.9930444,0.2734222,0.6607556,0.22246666,0.49866664,0.026577778,6.8567333,0.82331103,0.28368887,0.46166664,0.09584444,0.27828887,0.07684445,0.09377778,0.044444446,0.5396889,0.14877778,5.2170897,0.20600002,0.032644443,0.70966667,0.044444446,0.09046667,0.33357778,3.8644226,0.17633334,0.13222222,1.1919777,0.37124443,0.044444446,1.0071555,0.06666667,2.9179778,0.41462225,4.0397773,7.9483323
2939,4.218136,0.5757034,0.07899152,1.1758474,1.5678557,6.0704584,0.12300847,0.173,0.093033895,0.6588813,16.533201,0.38470337,1.0525424,0.11541526,0.17928813,0.23334745,0.20802543,0.08876272,0.62543225,0.07768644,17.82159,0.3540593,0.026076272,0.21925424,0.01737288,0.13813558,0.39847457,5.827262,0.38151693,0.35720336,2.3644068,0.39024577,0.08704237,1.9190259,0.64072037,24.87234,1.316483,0.82172877,1.6559322
2940,12.640508,0.6201955,0.09188268,2.1477654,0.4349944,1.5125644,0.10442459,0.22568156,0.041117318,0.3425754,1.9158543,0.09712849,0.7255531,0.019290503,0.33556423,0.38948604,0.24905585,0.058290504,0.55333525,0.15099442,24.424507,0.34655866,0.094463676,0.79987705,0.05541341,0.12053073,0.37889385,4.137398,0.1692514,0.30807266,1.8562399,0.61868155,0.09153073,1.0336816,0.3588436,8.647022,0.552095,3.223419,6.87929
2941,5.6628127,0.45493227,0.10169491,3.9583135,0.15366101,0.120466106,0.08668644,1.1153983,0.08977966,0.49824572,2.103559,0.11099153,0.30229658,0.32150003,0.17052542,5.696611,0.3121102,0.14111865,0.57799155,0.11716101,48.047733,0.4377288,0.5941695,0.15920338,0.041135594,0.12759322,0.30908474,0.81276274,0.042372882,0.25874576,1.3283813,0.13562712,0.053457625,0.5077288,0.016949153,0.56025416,0.57101697,3.753941,7.402407
2942,5.731474,1.0192564,0.0719359,3.0577948,0.056435898,0.06687179,0.079371795,0.33420512,0.03846154,0.64312816,1.1197692,0.0894359,0.37985897,0.051282052,0.15144871,0.3442564,0.08865385,0.0661282,0.3286795,0.012820513,25.825407,0.22953846,0.33548716,0.07239743,0.7517308,0.03846154,0.22329487,0.21875641,0.016564103,0.07884616,1.1349488,0.07823077,0.021858975,0.29657692,0.025641026,0.5789359,0.29820514,4.1822953,8.130819
2943,9.597525,0.7473016,0.29550433,1.8931983,0.6342499,1.2661551,0.10921552,0.4442888,0.099198274,2.1284442,4.53637,0.23048708,0.9767112,0.056206893,0.1282112,3.3813148,0.3801638,0.0730431,0.6270432,0.07524569,17.292368,0.37604746,0.08414225,0.2891681,0.07301723,0.106012926,0.36896986,2.248603,0.12173707,0.26416382,2.0947375,0.21674569,0.07524139,0.60503876,0.25079742,8.592939,0.62084496,3.610788,6.942912
2944,15.343556,0.4930522,0.082730435,0.94184357,0.3052609,2.5271304,0.2872174,0.2139739,0.14693043,0.5741305,3.1804173,0.13368696,1.2607915,0.03661739,0.21311305,0.2081826,0.56620866,0.03023478,0.5296087,0.10148695,8.087462,0.21432175,0.03356522,0.9867305,0.0452087,0.104382604,0.5217913,5.6400957,0.21822609,0.45193917,2.2387998,0.44107822,0.12391305,2.077018,0.17312174,8.427376,0.79285204,4.8651214,8.581435
2945,11.033529,0.82394904,0.0729927,1.1166935,1.6534306,4.1070075,0.12915328,0.29631388,0.18036497,2.6756933,26.096416,0.605657,2.0885768,0.15262043,0.22130656,0.43278104,0.47383213,0.029416056,0.7367446,0.087058395,14.232702,0.45143068,0.03649635,0.7131095,0.10091241,0.15324818,0.4954526,5.216898,0.19172992,0.21757664,2.9871612,0.8066351,0.13036497,1.3007227,0.69884676,26.302332,1.2997224,2.1478245,3.4509783
2946,12.606507,0.5080217,0.10439131,9.036123,0.4074203,0.68587685,0.20528987,0.8523551,0.12325361,3.549029,14.167303,0.5001305,1.2125725,0.09661594,0.26565218,0.30839854,0.6178984,0.15013768,1.3655652,0.20856524,82.09318,0.74529713,0.30607247,0.32068115,0.11573187,0.22183332,0.89812315,2.4669998,1.1134131,0.47440577,3.9630294,0.6188479,0.107065216,1.2208767,0.11851449,4.4466805,1.4190578,2.5225365,5.4335136
2947,11.829569,0.5464086,0.17482796,0.5395161,0.30011827,1.4817419,0.13952687,0.27378494,0.17106451,0.89702153,10.718742,0.41474196,1.4435377,0.16650537,0.14633334,0.16681722,1.0430859,0.04470968,0.8166559,0.3168172,19.10465,0.3063011,0.09153763,0.39636558,0.0786344,0.07554839,0.467871,3.8711934,2.288516,0.4132043,2.7013872,0.26964515,0.100505374,0.93953747,0.14987096,11.7523985,0.9767957,3.8359463,7.4750752
2948,6.43609,0.5087576,0.026424242,0.5496969,0.36439395,2.7432733,0.033651516,0.22866665,0.09159091,0.48027277,13.650454,0.1665606,0.89506054,0.18686365,0.22413637,0.55304545,0.030303031,0.022424243,0.30875757,0.027500002,10.094515,0.17819698,0.030303031,0.3894091,0.015151516,0.1875606,0.35613635,3.1675303,0.14189395,0.31474242,1.7702879,0.06516667,0.045454547,2.2265909,0.356303,11.369426,0.7794394,2.1665606,3.720152
2949,13.837833,0.5272222,0.6586667,2.8756113,0.8524444,0.50138885,0.0,1.0606111,0.0,7.9721103,1.3330556,0.42988887,0.31416667,0.11111111,0.27255556,0.08183333,0.055555556,0.055555556,1.3403889,0.15666668,27.523277,0.5522778,0.055555556,0.17272222,0.0,0.15161112,0.15505555,1.8077223,0.0,0.16666667,3.0789442,0.22233333,0.11111111,0.41966665,0.43455556,4.2805557,0.43672222,5.4761662,11.217999
2950,3.7134151,0.44185397,0.17189887,2.1223483,0.35997754,1.0159999,0.14055055,0.31322473,0.13537079,7.509505,0.47565168,0.1923146,2.4123147,0.071932584,0.068404496,10.385831,0.18766291,0.06768539,0.53429216,0.06580899,14.1151905,0.45719096,0.09015731,0.655427,0.011235955,0.17766291,0.28583148,2.9371579,0.19274159,0.30178648,1.5734044,0.16076405,0.017662922,0.3105056,0.19406739,14.230676,0.7809887,1.798888,3.7141912
2951,12.723679,0.51186776,0.10591736,1.6379255,0.42443797,0.7905042,0.11166942,0.38436362,0.095917344,0.78783476,3.70319,0.24154544,1.0244216,0.05959504,0.20871076,0.55373555,0.37990084,0.060471073,0.5497768,0.14615703,13.602357,0.32500824,0.13701653,0.47105786,0.05785124,0.08823967,0.45045456,3.8583217,1.0492646,0.25214052,2.0221322,0.2791818,0.09571074,0.7075371,0.13253719,8.184958,0.6262975,5.1769505,10.857513
2952,4.1336465,0.43383524,0.10047059,5.5793047,0.15530589,0.1951412,0.20610589,3.207706,0.08325882,0.5282,2.1277294,0.101129405,0.37494117,0.023529412,0.108164705,0.2753647,0.19982354,0.18798822,1.0100586,0.11111765,102.326836,0.7585884,0.3481412,0.21510589,0.047058824,0.14811765,0.5182823,0.50509405,0.024623528,0.15075293,1.6011882,0.069047056,0.023529412,0.36634117,0.066117644,0.36215296,0.59918827,1.3653765,2.5083535
2953,15.607515,0.60990125,0.19102469,0.8504691,0.6944321,5.1841936,0.18190742,0.19006792,0.16312963,1.6340368,9.663592,0.36624074,1.1070617,0.083481476,0.22262964,0.23024073,0.22433335,0.083148144,0.5581296,0.30723453,10.964257,0.35720372,0.0387963,0.40242594,0.058302466,0.16143209,0.45995063,4.177235,1.5435557,0.29858023,2.0618274,0.5207716,0.1379074,3.2731364,0.36187652,17.870422,0.8963334,3.4501057,6.943703
2954,7.3790946,0.5359639,0.22004819,0.57344586,1.0595301,3.177482,0.2916747,0.36215663,0.16045783,1.0694337,18.886522,0.53166264,1.9887589,0.20684336,0.22320484,0.8230481,0.315747,0.106397584,0.41779515,0.11301205,10.820603,0.55225295,0.12750603,0.6755904,0.041879516,0.14184336,0.6626144,1.9018192,0.11101204,0.19515665,2.2851326,0.78104824,0.13436145,0.86320484,0.5820603,25.358892,1.0462891,1.6104699,3.1758077
2955,9.488797,0.60296565,0.093514286,0.9786456,0.66805136,2.9890568,0.24273144,0.4513143,0.08684571,7.6959124,9.997526,0.41097143,0.9701372,0.10709143,0.17801145,0.2750514,0.70824003,0.08098286,0.66139424,0.10526857,20.367325,0.45355996,0.09744,0.5339714,0.06343429,0.2266057,0.6791943,9.856743,0.4587143,0.31419426,2.6258686,0.14384572,0.08757714,2.159634,0.28510857,16.89381,0.93026286,2.1842349,4.277806
2956,13.907017,0.758,0.2036731,0.6935962,0.7673845,1.6308653,0.10530769,0.3620192,0.07692308,1.8372885,5.8715587,0.13238461,1.3734615,0.041903846,0.26665384,2.8815002,1.0852115,0.01923077,0.5813461,0.07692308,7.915596,0.21096155,0.078403845,0.42146155,0.06844231,0.16534615,0.47711536,3.7106922,0.6290961,0.15353847,1.8349999,0.71436536,0.21067308,1.0846153,0.21632692,9.880442,0.68321157,5.1521735,10.096691
2957,11.377104,0.6816977,0.18081394,1.7003255,0.8115193,2.2178607,0.16851161,0.37255037,0.12112403,2.4379222,8.868418,0.27520156,1.2076356,0.06305426,0.23821707,0.29153487,0.4290543,0.076186046,0.6840774,0.085813954,18.432636,0.30010077,0.05100775,0.6157907,0.08312403,0.08693024,0.3420155,3.5089533,0.53279847,0.22806977,1.9744416,0.22024032,0.067821704,1.0774652,0.36710078,12.879205,0.8819457,3.9115505,6.950442
2958,8.807769,1.3298371,0.06912593,12.179165,0.19298518,0.25475556,0.08291111,1.5305482,0.09706667,0.8867778,1.9354221,0.12562221,0.32175556,0.22310372,0.15466668,0.44105184,0.1793852,0.16464444,0.9880519,0.08878519,52.952347,0.6110593,0.38540745,0.3044741,0.06765185,0.10811853,0.36,0.84010375,0.06681481,0.3574741,2.1836445,0.29168892,0.07882963,0.51242226,0.02962963,0.73345184,0.7355407,3.1090147,6.0963993
2959,7.538781,0.78774107,0.065760955,0.8270874,1.0261953,4.14467,0.11898805,0.21613547,0.13377291,1.013538,14.939762,0.46012756,1.5298132,0.120171316,0.1710518,0.41724697,0.32637453,0.08329481,0.5014502,0.16086055,12.647309,0.40739045,0.038992032,0.5263864,0.055721115,0.10646215,0.53296816,3.6702156,1.0456774,0.33332267,2.1445148,0.45858166,0.13866934,1.4082193,0.25586855,24.088432,0.9998964,2.6985545,5.1549788
2960,7.89389,0.7311585,0.1129862,3.7835445,0.45750344,1.6741174,0.2141862,0.54505515,0.11195863,8.365648,6.838636,0.38058618,0.7319863,0.07797931,0.16051723,0.32632414,0.30449656,0.11751723,1.136069,0.1479931,54.47621,0.7750344,0.14984828,0.25004828,0.14624828,0.23618622,0.6193724,6.804656,0.23939309,0.4615035,2.409676,0.20626207,0.062151726,1.0648966,0.13175173,6.1991444,0.9203725,1.9032416,3.5562968
2961,7.612523,0.5611197,0.08200479,1.7880671,0.97154075,1.755727,0.1172823,0.25589472,0.07557895,0.1369713,6.481627,0.22790912,1.3042103,0.09586124,0.21629664,0.5747751,0.14230143,0.074143544,0.5282536,0.05030622,19.981838,0.36392346,0.07178947,0.75211,0.07988038,0.120545454,0.3271292,3.6965165,0.17622967,0.25152153,1.7744977,0.51457894,0.09647847,1.1299955,0.63424397,13.230323,0.6394689,2.0984218,3.7080817
2962,11.855957,0.48189104,0.08042307,4.15432,0.292859,1.3734553,0.1665577,0.24842307,0.058589745,4.60618,3.581917,0.17655127,1.0817693,0.06508975,0.18272436,0.1601859,0.10645513,0.058878202,0.5257436,0.11446795,16.539871,0.41941667,0.13976924,0.8584871,0.08230129,0.15966667,0.3200641,2.701558,0.13322437,0.3498077,2.2739356,0.16994871,0.055666666,0.999814,0.13121794,4.3026867,0.587032,3.5388207,6.403557
2963,7.2681327,0.45394447,0.2132,1.7861221,0.2895889,1.3429002,0.10846667,0.20911111,0.10986667,3.6350892,3.4803224,0.24348888,0.7110667,0.06845556,0.15207778,0.14154443,0.17345555,0.059100002,0.6089444,0.07644445,29.245556,0.40276664,0.08883333,0.19074444,0.09657777,0.17278889,0.3633556,3.6425445,0.44326663,0.24827777,1.8589667,0.15745555,0.034111112,0.9082001,0.14701112,8.03189,0.65083337,1.4048555,2.565789
2964,7.943439,0.32664472,0.10423026,1.4788156,0.37674338,4.0600085,0.11355922,0.3512105,0.0996579,4.6041374,5.526883,0.24691446,0.7741119,0.081644736,0.10463816,1.214105,0.1847171,0.061098684,0.39991447,0.083342105,19.10741,0.33936843,0.041644737,0.3743224,0.047999997,0.23811182,0.42688817,4.861703,0.6321908,0.19713157,1.7458225,0.1320658,0.08582895,0.8407041,0.16330922,9.417717,0.5949736,2.1197634,3.408573
2965,6.4605174,0.6401389,0.24994443,3.5398147,0.5015185,0.32076854,0.10163888,1.2239352,0.12656482,1.8505462,4.6805186,0.35401854,0.594074,0.09980555,0.17412037,0.20026852,0.07809259,0.06262963,0.43801847,0.08251852,29.367601,0.2708889,0.09999074,0.28876853,0.018518519,0.095694445,0.39344442,15.893817,0.5643426,0.14362963,1.7327499,0.20349073,0.048833337,0.4504814,0.12779629,1.2780648,0.40023148,3.7883236,6.1836305
2966,11.107358,0.5006154,0.078794874,1.0406153,0.25328207,0.66523075,0.17839743,0.335141,0.09725641,7.579475,0.5063718,0.20230767,0.5281282,0.025641026,0.20780769,0.29041025,0.08235897,0.06692308,0.506718,0.10244872,6.655128,0.18071796,0.04573077,0.84107697,0.045833334,0.083153844,0.34444872,4.6725516,0.18985899,0.25855127,1.6479101,0.36726928,0.10011538,0.80221796,0.03846154,2.7246153,0.44091028,2.5802302,5.536911
2967,5.6906137,1.7023331,0.10049123,7.8227544,0.2921754,0.18522806,0.04005263,0.37149122,0.17657895,5.629193,4.4080706,0.53675437,0.44887716,0.03598246,0.12508772,0.17028071,0.16157895,0.01754386,0.5126842,0.0,17.665262,0.22645614,0.063719295,0.17735088,0.01754386,0.106754385,0.5259123,0.48661402,0.1095614,0.3791228,1.6964035,0.10763159,0.34185964,0.57350874,0.01754386,0.43187717,0.38440353,2.2113159,4.6018066
2968,11.245787,0.5501807,0.08905161,1.1473806,0.3281742,1.5062258,0.05891613,0.26667744,0.0931871,2.065845,5.673169,0.2797355,0.71232265,0.10267097,0.16497418,0.15654193,0.49983865,0.08976775,0.7203162,0.16660644,23.296343,0.47486448,0.094774194,0.24412906,0.08325806,0.1699355,0.6592967,7.94667,0.41638714,0.3166387,2.321291,0.18073547,0.0973871,0.8239936,0.22521934,11.931634,0.8128644,2.7345285,4.7727876
2969,10.418282,0.40688565,0.12610333,1.3640335,0.45563096,3.3386943,0.14197047,0.23763466,0.08059779,2.1264985,5.3132615,0.25628048,2.4750445,0.057236165,0.91346866,0.2068081,0.1135941,0.080723256,0.578406,0.25785244,18.226885,0.35021403,0.06449816,0.25305903,0.05112546,0.15063101,0.38776016,3.9275615,2.1453204,0.30423984,2.0468564,0.41110703,0.12898524,3.0019145,0.30772692,11.165069,0.7094243,3.0983462,5.8469524
